Trade #,Type,Date and time,Signal,Price USDT,Size (qty),Size (value),Net P&L USDT,Net P&L %,Favorable excursion USDT,Favorable excursion %,Adverse excursion USDT,Adverse excursion %,Cumulative P&L USDT,Cumulative P&L %
28,Entry long,2025-05-28 14:55,BULL|1759.813|758.0494104676|522.903265|3.3654656947|0.4307556601|1258.9312052338|500.8817947662|33.8871503796|35.9500360776|-407.33364896|-720.1464379523|-1103.3600548582|-48.7412367791|227.5705586167|0.1007571451|1.1633784187|42.2869375978|-0.1802935866|-0.4072986152|-0.4417516952|1|0|1|0,107555,1,107555,1219.4,1.13,1272.1,1.18,-831.1,-0.77,24003.8,0.02
29,Exit long,2025-05-29 11:05,BEAR|1980.782|-232.1228906251|477.339155|4.149632351|0.1171875|874.3295546874|1106.4524453126|69.6094681357|77.3005159765|255.8991091249|444.6209098476|706.8658374994|6.9342459802|129.0896184024|10.3993869839|20.1907431145|25.4795149807|0.2134010317|3.3945638589|-0.4772375871|0|1|0|1,108774.4,1,107369,1405.4,1.31,1458.1,1.36,-645.1,-0.60,25409.2,0.03
29,Entry long,2025-05-28 15:25,BULL|1707.316|533.4823846543|547.51511|3.1182993288|0.3124684503|1120.3991923272|586.9168076728|30.2057175394|30.3838298769|-535.3667815898|-951.0852578985|-1475.3304940337|-37.8238894493|218.5258727186|-1.0929187313|-0.5203262558|4.4859430266|-0.3021707013|1.4978257887|-0.4197100974|1|0|1|0,107369,1,107369,1405.4,1.31,1458.1,1.36,-645.1,-0.60,25409.2,0.03
30,Exit long,2025-05-29 11:05,BEAR|1980.782|-232.1228906251|477.339155|4.149632351|0.1171875|874.3295546874|1106.4524453126|69.6094681357|77.3005159765|255.8991091249|444.6209098476|706.8658374994|6.9342459802|129.0896184024|10.3993869839|20.1907431145|25.4795149807|0.2134010317|3.3945638589|-0.4772375871|0|1|0|1,108774.4,1,106918.8,1855.6,1.74,1908.3,1.78,-73.5,-0.07,27264.8,0.03
30,Entry long,2025-05-28 20:10,BULL|2176.232|1799.0647315257|607.181685|3.5841529047|0.826687932|1987.6483657629|188.5836342371|29.9245849465|19.3699912348|-415.3889927823|-576.9427960523|-1246.0487719013|-71.6780848801|174.8986823665|-8.6515173299|-8.2394961806|-41.6608416127|-0.3454023728|2.1436885497|0.6596097427|1|0|1|0,106918.8,1,106918.8,1855.6,1.74,1908.3,1.78,-73.5,-0.07,27264.8,0.03
31,Exit short,2025-05-29 17:55,BULL|3413.848|-148.3885930667|776.767125|4.3949439802|0.0434666667|1632.7297034667|1781.1182965333|39.0936002623|41.1791543371|-289.9137866955|-665.930733218|-1286.4404638167|-13.2934955566|287.6653718347|-2.9472203176|-7.6551130163|-23.0508124962|-0.3121548333|3.5681058549|-0.2219088005|1|0|1|0,106480.5,1,108774.4,2293.9,2.11,2724.4,2.50,-85.6,-0.08,29558.7,0.03
31,Entry short,2025-05-29 11:05,BEAR|1980.782|-232.1228906251|477.339155|4.149632351|0.1171875|874.3295546874|1106.4524453126|69.6094681357|77.3005159765|255.8991091249|444.6209098476|706.8658374994|6.9342459802|129.0896184024|10.3993869839|20.1907431145|25.4795149807|0.2134010317|3.3945638589|-0.4772375871|0|1|0|1,108774.4,1,108774.4,2293.9,2.11,2724.4,2.50,-85.6,-0.08,29558.7,0.03
32,Exit short,2025-05-29 17:55,BULL|3413.848|-148.3885930667|776.767125|4.3949439802|0.0434666667|1632.7297034667|1781.1182965333|39.0936002623|41.1791543371|-289.9137866955|-665.930733218|-1286.4404638167|-13.2934955566|287.6653718347|-2.9472203176|-7.6551130163|-23.0508124962|-0.3121548333|3.5681058549|-0.2219088005|1|0|1|0,106480.5,1,108845,2364.5,2.17,2795,2.57,-15,-0.01,31923.2,0.03
32,Entry short,2025-05-29 11:15,BEAR|741.121|-663.6758161376|480.98461|1.5408414003|0.8955026455|38.7225919312|702.3984080688|66.8597337829|69.5284191551|210.0323215909|411.9546345806|696.2222031834|15.1965778778|129.6150281123|8.0237605167|12.8542936069|32.0259748979|0.2181969027|1.1685432056|0.5551220958|0|1|0|1,108845,1,108845,2364.5,2.17,2795,2.57,-15,-0.01,31923.2,0.03
33,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,106480.5,-1903.3,-1.79,90.1,0.08,-3448.4,-3.24,30019.9,0.03
33,Entry long,2025-05-29 17:55,BULL|3413.848|-148.3885930667|776.767125|4.3949439802|0.0434666667|1632.7297034667|1781.1182965333|39.0936002623|41.1791543371|-289.9137866955|-665.930733218|-1286.4404638167|-13.2934955566|287.6653718347|-2.9472203176|-7.6551130163|-23.0508124962|-0.3121548333|3.5681058549|-0.2219088005|1|0|1|0,106480.5,1,106480.5,-1903.3,-1.79,90.1,0.08,-3448.4,-3.24,30019.9,0.03
34,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,105826.4,-1249.2,-1.18,588.6,0.56,-2794.3,-2.64,28770.7,0.03
34,Entry long,2025-05-29 19:25,BULL|1684.569|291.1867029451|842.627585|1.9991856782|0.1728553137|987.8778514726|696.6911485274|33.4916444226|29.4888878314|-492.7883230025|-910.5653648868|-1769.2221292715|-43.2589600553|255.0941175426|-5.6757343352|-7.6611009971|-45.2612322965|-0.4344561101|1.4033693416|-0.6185976778|1|0|1|0,105826.4,1,105826.4,-1249.2,-1.18,588.6,0.56,-2794.3,-2.64,28770.7,0.03
35,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,105651,-1073.8,-1.02,615,0.58,-2618.9,-2.48,27696.9,0.03
35,Entry long,2025-05-29 23:55,BULL|4012.462|434.627374651|848.05078|4.7313935611|0.1083193747|2223.5446873255|1788.9173126745|30.4514805379|22.855120218|-437.0105807556|-602.2882309716|-1395.9743343743|-43.4959042471|184.9673212699|-2.9810727192|-0.6326390111|6.1596034684|-0.2135755307|4.1896773929|-0.6891489798|1|0|1|0,105651,1,105651,-1073.8,-1.02,615,0.58,-2618.9,-2.48,27696.9,0.03
36,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,104052.3,524.9,0.50,547.6,0.53,-1020.2,-0.98,28221.8,0.03
36,Entry long,2025-05-30 23:25,BULL|1618.563|2.2893394625|807.05886|2.0055079998|0.0014144272|810.4261697313|808.1368302687|34.3339729816|32.137205643|-373.7480432199|-550.3132953205|-1119.3608605369|-39.5566458503|212.760152416|-1.909042997|-2.3815889894|17.0666063167|-0.2604644197|1.502816701|-0.5506403674|1|0|1|0,104052.3,1,104052.3,524.9,0.50,547.6,0.53,-1020.2,-0.98,28221.8,0.03
37,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,103239.7,1337.5,1.30,1360.2,1.32,-207.6,-0.20,29559.3,0.03
37,Entry long,2025-05-31 02:05,BULL|1624.351|800.666310609|789.545165|2.0573249917|0.4929145921|1212.5086553045|411.8423446955|39.3584953502|34.8449447821|-357.6006170564|-562.9200798663|-1262.1882990077|-39.5707570494|257.0509917687|3.192927895|6.8233020999|-17.3182308908|-0.0032872506|-0.5565348905|-0.3840868635|1|0|1|0,103239.7,1,103239.7,1337.5,1.30,1360.2,1.32,-207.6,-0.20,29559.3,0.03
38,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,103150.1,1427.1,1.38,1449.8,1.41,-118,-0.11,30986.4,0.03
38,Entry long,2025-05-31 03:00,BULL|1903.729|446.9033564416|751.70247|2.5325565313|0.234751562|1175.3161782208|728.4128217792|39.4861495101|33.7581868855|-330.979497374|-551.61634197|-1298.1016978358|-17.5381940809|234.5730500422|-7.5120261631|-14.8283489054|-35.6366968843|-0.3628725691|2.0098740081|-0.45292221|1|0|1|0,103150.1,1,103150.1,1427.1,1.38,1449.8,1.41,-118,-0.11,30986.4,0.03
39,Exit long,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,103209.3,1367.9,1.33,1390.6,1.35,-150.3,-0.15,32354.3,0.03
39,Entry long,2025-05-31 03:15,BULL|1017.886|300.8910106114|756.48655|1.3455440814|0.2956038403|659.3885053057|358.4974946943|37.9100176497|31.8955765399|-333.1423721818|-586.9519054996|-1365.6383521445|-31.9023135099|223.8826862036|-6.5483864524|-11.8894428345|-32.5220270743|-0.3251308253|1.0227997421|-0.3399517152|1|0|1|0,103209.3,1,103209.3,1367.9,1.33,1390.6,1.35,-150.3,-0.15,32354.3,0.03
40,Exit short,2025-06-01 09:50,BULL|547.716|336.4220027361|227.864145|2.4036954125|0.6142270862|442.069001368|105.646998632|30.1131981392|25.0361913585|-247.6099117307|-352.4200381612|-451.2815509125|-40.6252828111|93.8500955408|-3.7699045554|-2.1369313701|-25.7805985965|-0.15526965|-1.2851543884|-0.2878624661|1|0|1|0,103923.7,1,104577.2,653.5,0.62,873.1,0.83,-282.1,-0.27,33007.8,0.03
40,Entry short,2025-05-31 15:10,BEAR|991.363|-407.8650600353|456.62943|2.1710449105|0.4114184815|291.7489699824|699.6140300176|69.9206710684|70.7621548934|237.847034751|470.4964147648|530.0442528266|5.5859779841|112.6165149186|2.408578493|4.4298501035|6.0857499006|0.1399352081|1.3621114436|-0.5866245714|0|1|0|1,104577.2,1,104577.2,653.5,0.62,873.1,0.83,-282.1,-0.27,33007.8,0.03
41,Exit short,2025-06-01 09:50,BULL|547.716|336.4220027361|227.864145|2.4036954125|0.6142270862|442.069001368|105.646998632|30.1131981392|25.0361913585|-247.6099117307|-352.4200381612|-451.2815509125|-40.6252828111|93.8500955408|-3.7699045554|-2.1369313701|-25.7805985965|-0.15526965|-1.2851543884|-0.2878624661|1|0|1|0,103923.7,1,104526,602.3,0.58,821.9,0.79,-333.3,-0.32,33610.1,0.03
41,Entry short,2025-05-31 15:40,BEAR|857.252|-2.8670635451|454.961975|1.8842277973|0.0033444816|427.1924682274|430.0595317726|76.7107961608|82.0569744276|319.4453387442|594.8234444207|749.7560218977|18.0141268658|113.7248498789|3.3322862183|5.1013650335|7.335013867|0.1555786963|0.4189744925|-0.9575791418|0|1|0|1,104526,1,104526,602.3,0.58,821.9,0.79,-333.3,-0.32,33610.1,0.03
42,Exit long,2025-06-01 16:20,BEAR|2458.722|-2076.5972307692|315.3041|7.7979385615|0.8445839874|191.0623846154|2267.6596153846|69.8378470004|72.8567910466|377.8217066193|584.6831078872|760.1243560306|25.7449064926|145.4669867281|10.1956930983|17.3172886495|36.5120781798|0.3756082972|6.2933093147|0.7246860283|0|1|0|1,105005.6,1,103923.7,1081.9,1.04,1361.3,1.31,-215.1,-0.21,34692,0.03
42,Entry long,2025-06-01 09:50,BULL|547.716|336.4220027361|227.864145|2.4036954125|0.6142270862|442.069001368|105.646998632|30.1131981392|25.0361913585|-247.6099117307|-352.4200381612|-451.2815509125|-40.6252828111|93.8500955408|-3.7699045554|-2.1369313701|-25.7805985965|-0.15526965|-1.2851543884|-0.2878624661|1|0|1|0,103923.7,1,103923.7,1081.9,1.04,1361.3,1.31,-215.1,-0.21,34692,0.03
43,Exit long,2025-06-01 16:20,BEAR|2458.722|-2076.5972307692|315.3041|7.7979385615|0.8445839874|191.0623846154|2267.6596153846|69.8378470004|72.8567910466|377.8217066193|584.6831078872|760.1243560306|25.7449064926|145.4669867281|10.1956930983|17.3172886495|36.5120781798|0.3756082972|6.2933093147|0.7246860283|0|1|0|1,105005.6,1,103749.8,1255.8,1.21,1535.2,1.48,-41.2,-0.04,35947.8,0.04
43,Entry long,2025-06-01 09:55,BULL|1157.512|645.7093200852|232.519235|4.9781343896|0.5578424414|901.6106600426|255.9013399574|36.6515919631|37.3558742579|-159.1908288461|-268.9427817627|-375.0125802567|-32.8887965644|107.2750887165|0.5348785123|6.1754425226|-12.8066140947|-0.1086156218|1.0880577913|-0.3354908919|1|0|1|0,103749.8,1,103749.8,1255.8,1.21,1535.2,1.48,-41.2,-0.04,35947.8,0.04
44,Exit short,2025-06-02 10:45,BULL|609.27|565.4267493796|454.522585|1.3404614426|0.9280397022|587.3483746898|21.9216253102|34.7478389559|36.2381611222|-275.7298467922|-504.3596605108|-604.6512528873|-18.1155993416|165.7621251771|-2.7237410895|-3.8170578599|12.5684484768|-0.2307203197|0.2963969281|0.0710860598|1|0|1|0,104259.9,1,105005.6,745.7,0.71,816.8,0.78,-894.4,-0.85,36693.5,0.04
44,Entry short,2025-06-01 16:20,BEAR|2458.722|-2076.5972307692|315.3041|7.7979385615|0.8445839874|191.0623846154|2267.6596153846|69.8378470004|72.8567910466|377.8217066193|584.6831078872|760.1243560306|25.7449064926|145.4669867281|10.1956930983|17.3172886495|36.5120781798|0.3756082972|6.2933093147|0.7246860283|0|1|0|1,105005.6,1,105005.6,745.7,0.71,816.8,0.78,-894.4,-0.85,36693.5,0.04
45,Exit short,2025-06-02 10:45,BULL|609.27|565.4267493796|454.522585|1.3404614426|0.9280397022|587.3483746898|21.9216253102|34.7478389559|36.2381611222|-275.7298467922|-504.3596605108|-604.6512528873|-18.1155993416|165.7621251771|-2.7237410895|-3.8170578599|12.5684484768|-0.2307203197|0.2963969281|0.0710860598|1|0|1|0,104259.9,1,105305.7,1045.8,0.99,1116.9,1.06,-594.3,-0.56,37739.3,0.04
45,Entry short,2025-06-01 21:40,BEAR|1183.503|-241.856588994|347.51632|3.4056040879|0.2043565492|470.823205503|712.679794497|63.3971767115|73.3187171474|202.9868810894|287.0958742246|626.2700662889|9.955401245|123.0932606654|15.1549469971|30.5423990343|33.599817192|0.2769911538|2.2985593831|-0.3956434508|0|1|0|1,105305.7,1,105305.7,1045.8,0.99,1116.9,1.06,-594.3,-0.56,37739.3,0.04
46,Exit short,2025-06-02 10:45,BULL|609.27|565.4267493796|454.522585|1.3404614426|0.9280397022|587.3483746898|21.9216253102|34.7478389559|36.2381611222|-275.7298467922|-504.3596605108|-604.6512528873|-18.1155993416|165.7621251771|-2.7237410895|-3.8170578599|12.5684484768|-0.2307203197|0.2963969281|0.0710860598|1|0|1|0,104259.9,1,105644.8,1384.9,1.31,1456,1.38,-255.2,-0.24,39124.2,0.04
46,Entry short,2025-06-01 23:30,BEAR|622.761|-613.0784968199|371.319975|1.6771545888|0.9844522968|4.8412515901|617.9197484099|64.2475396393|63.5108009895|178.6721950628|386.5183702684|889.7722648194|10.3935780362|131.753114558|6.4791479632|10.3584889904|30.4451003623|0.2160154909|1.3890004712|0.7495685759|0|1|0|1,105644.8,1,105644.8,1384.9,1.31,1456,1.38,-255.2,-0.24,39124.2,0.04
47,Exit long,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,104259.9,1996.7,1.92,2210.9,2.12,-659.3,-0.63,41120.9,0.04
47,Entry long,2025-06-02 10:45,BULL|609.27|565.4267493796|454.522585|1.3404614426|0.9280397022|587.3483746898|21.9216253102|34.7478389559|36.2381611222|-275.7298467922|-504.3596605108|-604.6512528873|-18.1155993416|165.7621251771|-2.7237410895|-3.8170578599|12.5684484768|-0.2307203197|0.2963969281|0.0710860598|1|0|1|0,104259.9,1,104259.9,1996.7,1.92,2210.9,2.12,-659.3,-0.63,41120.9,0.04
48,Exit long,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,104301.7,1954.9,1.87,2169.1,2.08,-701.1,-0.67,43075.8,0.04
48,Entry long,2025-06-02 11:15,BULL|722.344|-4.3831553397|457.24157|1.5797863698|0.0060679612|358.9804223301|363.3635776699|34.5474860888|33.9174465043|-247.3198189575|-499.1573363399|-678.9405550444|11.7803161992|148.6101924028|2.1651313724|2.8043551716|26.4900401332|-0.026760023|0.9484319801|-0.9236195388|1|0|1|0,104301.7,1,104301.7,1954.9,1.87,2169.1,2.08,-701.1,-0.67,43075.8,0.04
49,Exit long,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,104050,2206.6,2.12,2420.8,2.33,-449.4,-0.43,45282.4,0.05
49,Entry long,2025-06-02 11:55,BULL|1309.971|644.9382425128|456.61924|2.8688475764|0.492330168|977.4546212564|332.5163787436|34.9134738711|35.115206836|-236.9099989879|-505.5684474473|-782.437946845|3.0285587519|157.1442224506|-0.3709478945|0.2487828982|-12.3964672853|-0.1283037988|2.2346057526|0.4392575423|1|0|1|0,104050,1,104050,2206.6,2.12,2420.8,2.33,-449.4,-0.43,45282.4,0.05
50,Exit long,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,103955,2301.6,2.21,2515.8,2.42,-155,-0.15,47584,0.05
50,Entry long,2025-06-02 14:05,BULL|1295.76|35.9328403362|528.17021|2.4533000451|0.0277310924|665.8464201681|629.9135798319|40.9477455973|37.5666796998|-275.7958290537|-455.0288672875|-899.964692339|-18.3565381795|210.0248075407|-13.8767697219|-24.5618212231|-41.6756583486|-0.4525307955|-1.0260453326|-0.6803770157|1|0|1|0,103955,1,103955,2301.6,2.21,2515.8,2.42,-155,-0.15,47584,0.05
51,Exit long,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,104036.8,2219.8,2.13,2434,2.34,-190.7,-0.18,49803.8,0.05
51,Entry long,2025-06-02 14:10,BULL|2317.168|1120.9912597864|539.47675|4.2952138345|0.4837764287|1719.0796298932|598.0883701068|46.9048896876|47.9499539334|-77.3598445943|-253.9630293546|-702.2073322162|-13.1644723376|229.1444641449|-15.4683845612|-23.9488061597|-63.1037756869|-0.5178183683|0.8256765417|-0.3777671287|1|0|1|0,104036.8,1,104036.8,2219.8,2.13,2434,2.34,-190.7,-0.18,49803.8,0.05
52,Exit short,2025-06-04 12:10,BULL|1669.503|852.5811436893|351.231835|4.7532792692|0.5106796117|1261.0420718446|408.4609281554|28.6644090719|19.7387770001|-333.3757839424|-402.0527331141|-447.5676317563|-59.8397300098|116.7834765706|-6.6971959348|-8.6175509794|5.1735913996|-0.2050268635|2.0926256943|-0.3003539965|1|0|1|0,105064.8,1,106256.6,1191.8,1.12,1434.2,1.35,-518.4,-0.49,50995.6,0.05
52,Entry short,2025-06-03 02:10,BEAR|707.884|-705.2910183151|610.711975|1.1591126897|0.9963369963|1.2964908425|706.5875091575|61.4940398767|61.0267871134|168.8824088197|496.6988469599|1284.1527413803|-11.2245075664|138.1844283391|3.3249526637|8.4610811448|21.1027020741|0.1448101838|0.5559126867|0.7117022356|0|1|0|1,106256.6,1,106256.6,1191.8,1.12,1434.2,1.35,-518.4,-0.49,50995.6,0.05
53,Exit short,2025-06-04 12:10,BULL|1669.503|852.5811436893|351.231835|4.7532792692|0.5106796117|1261.0420718446|408.4609281554|28.6644090719|19.7387770001|-333.3757839424|-402.0527331141|-447.5676317563|-59.8397300098|116.7834765706|-6.6971959348|-8.6175509794|5.1735913996|-0.2050268635|2.0926256943|-0.3003539965|1|0|1|0,105064.8,1,106312.5,1247.7,1.17,1390.5,1.31,-462.5,-0.44,52243.3,0.05
53,Entry short,2025-06-03 15:05,BEAR|2752.932|-1635.837391791|492.17658|5.5933827652|0.5942164179|558.5473041045|2194.3846958955|75.2710034479|80.1435117851|747.209199413|995.4410028503|1207.4385998046|111.8112457687|213.8041450215|6.9931931548|4.6441218553|63.3005807564|0.6241820956|2.7289127801|0.3044728282|0|1|0|1,106312.5,1,106312.5,1247.7,1.17,1390.5,1.31,-462.5,-0.44,52243.3,0.05
54,Exit short,2025-06-04 12:10,BULL|1669.503|852.5811436893|351.231835|4.7532792692|0.5106796117|1261.0420718446|408.4609281554|28.6644090719|19.7387770001|-333.3757839424|-402.0527331141|-447.5676317563|-59.8397300098|116.7834765706|-6.6971959348|-8.6175509794|5.1735913996|-0.2050268635|2.0926256943|-0.3003539965|1|0|1|0,105064.8,1,106664.2,1599.4,1.50,1742.2,1.63,-34.3,-0.03,53842.7,0.05
54,Entry short,2025-06-03 15:30,BEAR|1975.117|-551.8909167239|493.411475|4.0029814872|0.2794218858|711.6130416381|1263.5039583619|72.7914998248|76.1831945523|574.0229426784|918.0577727314|1245.1974900291|60.6850392018|222.6338356367|-2.4795036231|-3.9603172328|-51.1262065668|0.0882669719|-1.590401278|-0.3147945322|0|1|0|1,106664.2,1,106664.2,1599.4,1.50,1742.2,1.63,-34.3,-0.03,53842.7,0.05
55,Exit long,2025-06-05 12:30,BEAR|1043.071|-365.7308694969|282.86002|3.6875872384|0.3506289308|338.6700652516|704.4009347484|82.6218089816|93.1236684343|438.3237480361|536.4850942373|482.9635800864|63.1923066686|100.355404328|23.8052861947|28.5996621287|46.4137705114|0.4944035994|3.1767640624|-0.3636567835|0|1|0|1,105354.5,1,105064.8,289.7,0.28,445.4,0.42,-953.1,-0.91,54132.4,0.05
55,Entry long,2025-06-04 12:10,BULL|1669.503|852.5811436893|351.231835|4.7532792692|0.5106796117|1261.0420718446|408.4609281554|28.6644090719|19.7387770001|-333.3757839424|-402.0527331141|-447.5676317563|-59.8397300098|116.7834765706|-6.6971959348|-8.6175509794|5.1735913996|-0.2050268635|2.0926256943|-0.3003539965|1|0|1|0,105064.8,1,105064.8,289.7,0.28,445.4,0.42,-953.1,-0.91,54132.4,0.05
56,Exit long,2025-06-05 12:30,BEAR|1043.071|-365.7308694969|282.86002|3.6875872384|0.3506289308|338.6700652516|704.4009347484|82.6218089816|93.1236684343|438.3237480361|536.4850942373|482.9635800864|63.1923066686|100.355404328|23.8052861947|28.5996621287|46.4137705114|0.4944035994|3.1767640624|-0.3636567835|0|1|0|1,105354.5,1,104905,449.5,0.43,605.2,0.58,-793.3,-0.76,54581.9,0.05
56,Entry long,2025-06-04 12:40,BULL|1657.991|932.4497824302|357.7403|4.6346218192|0.5623973727|1295.2203912151|362.7706087849|27.1702404993|20.1291840616|-287.5749742416|-432.7181753351|-548.1594426072|-33.8954712718|120.4088143761|-3.601634826|-4.423078973|19.4160182076|-0.1487653334|2.750643368|0.5555323842|1|0|1|0,104905,1,104905,449.5,0.43,605.2,0.58,-793.3,-0.76,54581.9,0.05
57,Exit long,2025-06-05 12:30,BEAR|1043.071|-365.7308694969|282.86002|3.6875872384|0.3506289308|338.6700652516|704.4009347484|82.6218089816|93.1236684343|438.3237480361|536.4850942373|482.9635800864|63.1923066686|100.355404328|23.8052861947|28.5996621287|46.4137705114|0.4944035994|3.1767640624|-0.3636567835|0|1|0|1,105354.5,1,104359.6,994.9,0.95,1150.6,1.10,-247.9,-0.24,55576.8,0.06
57,Entry long,2025-06-04 14:05,BULL|1414.805|100.9264267187|374.44436|3.7784118313|0.0713359274|757.8657133593|656.9392866407|36.1182489297|32.7055230162|-282.061734624|-441.4958444092|-674.0909751681|-4.1750306826|156.371325252|-15.9053906708|-28.9054745221|-36.8802347375|-0.3976385219|1.8396839864|-0.9083471283|1|0|1|0,104359.6,1,104359.6,994.9,0.95,1150.6,1.10,-247.9,-0.24,55576.8,0.06
58,Exit long,2025-06-05 12:30,BEAR|1043.071|-365.7308694969|282.86002|3.6875872384|0.3506289308|338.6700652516|704.4009347484|82.6218089816|93.1236684343|438.3237480361|536.4850942373|482.9635800864|63.1923066686|100.355404328|23.8052861947|28.5996621287|46.4137705114|0.4944035994|3.1767640624|-0.3636567835|0|1|0|1,105354.5,1,104449.9,904.6,0.87,1060.3,1.02,-128.7,-0.12,56481.4,0.06
58,Entry long,2025-06-04 14:15,BULL|3392.632|1605.1887974533|405.13313|8.3741164293|0.4731396737|2498.9103987267|893.7216012733|26.6839799743|20.0805736938|-573.6708550611|-784.5104661386|-1059.1261827091|-53.8628845349|176.7109896306|-17.5433189671|-25.6541503556|-88.262660223|-0.6297769199|6.1968014743|-0.2996917502|1|0|1|0,104449.9,1,104449.9,904.6,0.87,1060.3,1.02,-128.7,-0.12,56481.4,0.06
59,Exit short,2025-06-05 14:05,BULL|3089.712|2146.8090228312|391.38948|7.8942132016|0.6948249619|2618.2605114156|471.4514885844|27.7169284811|14.5038444828|-716.3518450064|-592.6800300889|-431.9355150734|-159.2445611883|213.3698045585|-26.1391401764|-25.4079599675|-139.2517643631|-0.8783589545|3.1491938998|-0.2972097955|1|0|1|0,104420,1,105354.5,934.5,0.89,1154.4,1.10,-523.8,-0.50,57415.9,0.06
